Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_middle,BB_std,BB_upper,BB_lower,Volume_MA5,Volume_MA20,Volatility,Target
2021-01-04 00:00:00-05:00,273.4910378759819,273.7100070966361,263.9559899025982,267.6784362792969,15106100,0.0,0.0,,,,,,0.0,0.0,,,,,,,,269.6988830566406
2021-01-05 00:00:00-05:00,267.0314622056163,271.1221676479237,266.95182047531745,269.6988830566406,9871600,0.0,0.0,0.007548037135257424,,,,,0.16117524149746032,0.032235048299492065,,,,,,,,262.0748596191406
2021-01-06 00:00:00-05:00,260.7710070140246,266.49403483971406,258.79035145155876,262.0748596191406,24354100,0.0,0.0,-0.028268650396667927,,,,,-0.3225688206226778,-0.03872572548494191,,,,,,,,267.4793395996094
2021-01-07 00:00:00-05:00,264.65266559302853,270.33587166218,263.5379243368469,267.4793395996094,15789800,0.0,0.0,0.02062189402036796,,,,,-0.26676797260961393,-0.08433417490987631,,,,,,,,266.31488037109375
2021-01-08 00:00:00-05:00,267.0513994328306,267.6884118776815,261.94545856026525,266.31488037109375,18528300,0.0,0.0,-0.00435345485097538,266.64927978515624,,,,-0.31290060310652734,-0.13004746054920652,,,,,16729980.0,,,255.6351776123047
2021-01-11 00:00:00-05:00,259.25811720283696,262.23408159904403,254.6995846575814,255.6351776123047,30412300,0.0,0.0,-0.040101787567812686,264.2406280517578,,,,-1.1974206835063228,-0.34352210514062975,,,,,19791220.0,,,249.91217041015625
2021-01-12 00:00:00-05:00,255.42619159676337,258.5016932201833,249.1258828653461,249.91217041015625,26383500,0.0,0.0,-0.02238740088747848,260.2832855224609,,,,-2.33331111380852,-0.7414799068742078,,,,,23093600.0,,,250.45957946777344
2021-01-13 00:00:00-05:00,250.3700052943654,252.7587410418486,248.0310228517457,250.45957946777344,19528900,0.0,0.0,0.002190405760226888,257.9602294921875,,,,-3.1529953595765505,-1.2237829974146766,,,,,22128560.0,,,244.48773193359375
2021-01-14 00:00:00-05:00,252.21132524701002,253.83368397453697,243.4625647536948,244.48773193359375,29739400,0.0,0.0,-0.023843558097757178,253.36190795898438,,,,-4.2356532430664515,-1.8261570465450316,,,,,24918480.0,,,250.18089294433594
2021-01-15 00:00:00-05:00,246.7371168177972,252.66916566410885,246.00059781255973,250.18089294433594,24942900,0.0,0.0,0.023286080515027674,250.1351104736328,,,,-4.581464629638106,-2.3772185631636464,,,,,26201400.0,,,259.875244140625
