Date,Open,High,Low,Close,Volume,Returns,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_middle,BB_upper,BB_lower,Volume_MA5,Volume_MA20,Volatility,Target
2021-03-16 00:00:00-04:00,155.24850463867188,156.44549560546875,153.79299926757812,154.59300231933594,50776000,0.0033034103914528767,154.3426025390625,155.6109764099121,159.48718017578125,44.758086821425415,-2.12544161934116,-2.4268843102446347,155.6109764099121,165.81554368219824,145.40640913762596,54652800.0,72706000.0,0.032788712942090806,156.7864990234375
2021-03-17 00:00:00-04:00,153.66099548339844,158.65249633789062,153.51100158691406,156.7864990234375,62372000,0.014188848597238346,155.12350158691407,155.1787010192871,159.43628021240235,56.692839287422586,-1.7591445486068835,-2.2933363579170845,155.1787010192871,164.3073100940425,146.05009194453172,55077200.0,72527100.0,0.029413215263416868,151.39950561523438
2021-03-18 00:00:00-04:00,155.0500030517578,155.8314971923828,151.25,151.39950561523438,72992000,-0.03435878370750434,154.2675018310547,154.42810134887696,159.2457601928711,45.07239899685765,-1.881844100696128,-2.2110379064728933,154.42810134887696,162.00456367962872,146.8516390181252,58570000.0,73149300.0,0.024530711264899085,153.7480010986328
2021-03-19 00:00:00-04:00,151.4615020751953,153.864501953125,150.8314971923828,153.7480010986328,92508000,0.015511909856343209,154.12220153808593,153.99075164794922,159.18234008789062,44.54725549814449,-1.769186342538319,-2.1226675936859785,153.99075164794922,160.5477965206486,147.43370677524985,67384000.0,73469500.0,0.02129038530732669,155.5435028076172
2021-03-22 00:00:00-04:00,153.3925018310547,156.32899475097656,153.00250244140625,155.5435028076172,58044000,0.01167821172408301,154.41410217285156,153.81607666015626,159.13105010986328,51.28257704492984,-1.5175291439197736,-2.0016399037327375,153.81607666015626,159.9815431133598,147.6506102069527,67338400.0,72856000.0,0.02004168415641508,156.875
2021-03-23 00:00:00-04:00,156.35000610351562,159.10000610351562,156.04249572753906,156.875,76346000,0.008560288075996736,154.87050170898436,153.67357635498047,159.08585021972655,61.539806826457436,-1.196851743399833,-1.8406822716661566,153.67357635498047,159.37855251848868,147.96860019147226,72452400.0,71996100.0,0.018561994517293994,154.35350036621094
2021-03-24 00:00:00-04:00,157.552001953125,158.0155029296875,154.25750732421875,154.35350036621094,59180000,-0.016073304438495972,154.38390197753907,153.49242630004883,159.05871032714845,59.169334592676186,-1.1331146996092514,-1.6991687572547756,153.49242630004883,158.84106906318547,148.1437835369122,71814000.0,71943800.0,0.01742314879002904,152.31300354003906
2021-03-25 00:00:00-04:00,153.64950561523438,155.48899841308594,151.85699462890625,152.31300354003906,71270000,-0.013219634289670767,154.5666015625,153.46517639160157,158.9841403198242,53.72347287941821,-1.2330399568513428,-1.605942997174089,153.46517639160157,158.8329475554672,148.09740522773595,71469600.0,70973500.0,0.017488564148809015,152.60150146484375
2021-03-26 00:00:00-04:00,152.2030029296875,152.83299255371094,149.8000030517578,152.60150146484375,66258000,0.0018941122432061253,154.3373016357422,153.3629264831543,158.87028045654296,58.74397279076985,-1.2742631591864892,-1.5396070295765691,153.3629264831543,158.7138320321394,148.0120209341692,66219600.0,70010500.0,0.01744523814095599,153.7864990234375
2021-03-29 00:00:00-04:00,152.77200317382812,154.5625,151.42250061035156,153.7864990234375,54920000,0.007765307334585803,153.98590087890625,153.1869010925293,158.81854034423827,51.32761123088953,-1.1975093026759112,-1.4711874841964376,153.1869010925293,158.21329141659908,148.16051076845952,65594800.0,70027400.0,0.016406070911486378,152.76449584960938
2021-03-30 00:00:00-04:00,153.50050354003906,153.64999389648438,151.6999969482422,152.76449584960938,46752000,-0.006645597502498379,153.16380004882814,153.08880081176758,158.7695803833008,49.76512963465626,-1.2052550038613106,-1.4180009881294122,153.08880081176758,158.06500592067582,148.11259570285935,59676000.0,69769200.0,0.016252675187608204,154.70399475097656
2021-03-31 00:00:00-04:00,153.2030029296875,155.9665069580078,153.125,154.70399475097656,61878000,0.01269600564306872,153.23389892578126,153.3115005493164,158.742900390625,47.98093716148144,-1.0428706123292955,-1.3429749129693889,153.3115005493164,158.14952080684932,148.4734802917835,60215600.0,68874400.0,0.01577839966407689,158.0500030517578
2021-04-01 00:00:00-04:00,155.89700317382812,158.1219940185547,155.77749633789062,158.0500030517578,58806000,0.02162845443110406,154.381298828125,153.77007598876952,158.64052032470704,56.797919115658964,-0.6368437674788652,-1.201748683871284,153.77007598876952,158.57745239577375,148.9626995817653,57722800.0,66333100.0,0.01563170329497444,161.3365020751953
2021-04-05 00:00:00-04:00,158.64999389648438,161.79800415039062,158.06199645996094,161.3365020751953,66698000,0.02079404593469847,156.1282989501953,154.33575134277345,158.56026031494142,62.42101301945863,-0.04930322599727788,-0.971259592296483,154.33575134277345,159.89096772946814,148.78053495607875,57810800.0,64279400.0,0.017997179326119935,161.1909942626953
2021-04-06 00:00:00-04:00,161.1875,162.36549377441406,160.8520050048828,161.1909942626953,50756000,-0.0009018902147276409,157.60919799804688,155.01542587280272,158.49185028076172,61.44253303046149,0.3999749593629076,-0.6970126819646049,155.01542587280272,160.42376762837392,149.60708411723152,56978000.0,62632200.0,0.017444527617557895,163.96949768066406
2021-04-07 00:00:00-04:00,161.69000244140625,165.1804962158203,161.1824951171875,163.96949768066406,66924000,0.01723733655641202,159.8501983642578,155.5567756652832,158.47724029541016,62.20933942038804,0.9690624147467304,-0.3637976626223378,155.5567756652832,162.2018312566204,148.911720073946,61012400.0,61948400.0,0.021358939727690183,164.96499633789062
2021-04-08 00:00:00-04:00,165.5449981689453,166.22500610351562,164.60000610351562,164.96499633789062,56242000,0.006071242952548017,161.90239868164062,156.16092529296876,158.45041015625,77.10441303263525,1.4832982066951956,0.005621511241168886,156.16092529296876,163.89063427179917,148.43121631413834,59885200.0,61748000.0,0.024749177697074177,168.61000061035156
2021-04-09 00:00:00-04:00,165.23500061035156,168.61000061035156,164.44500732421875,168.61000061035156,86830000,0.02209562242522667,164.01439819335937,156.80745010375978,158.59003021240235,78.23219364465783,2.160055385008434,0.4365082859946219,156.80745010375978,166.32411391348413,147.29078629403543,65490000.0,63313100.0,0.030345062697681665,168.96949768066406
2021-04-12 00:00:00-04:00,167.760498046875,169.7519989013672,167.5574951171875,168.96949768066406,65636000,0.0021321218730274705,165.54099731445314,157.53219985961914,158.7318002319336,76.97606912654886,2.6943400586974917,0.8880746405351959,157.53219985961914,168.4110566173233,146.65334310191497,65277600.0,64173000.0,0.034528993968847566,170.0
2021-04-13 00:00:00-04:00,170.04249572753906,171.60000610351562,169.781494140625,170.0,66316000,0.006098747605224553,167.30279846191405,158.3279998779297,158.92560028076173,76.69417517307642,3.1644397452248825,1.3433476614731332,158.3279998779297,170.40712709321764,146.24887266264176,68389600.0,64575200.0,0.03814589720264551,166.64999389648438
2021-04-14 00:00:00-04:00,170.20199584960938,170.2064971923828,166.3000030517578,166.64999389648438,62904000,-0.01970591825597423,167.83889770507812,158.93084945678712,158.91572021484376,74.19376919543544,3.2294525199134796,1.7205686331612027,158.93084945678712,171.42157922546681,146.44011968810742,67585600.0,65181600.0,0.03929611466676238,168.95449829101562
2021-04-15 00:00:00-04:00,168.5500030517578,169.85000610351562,167.60000610351562,168.95449829101562,64672000,0.013828409714570444,168.6367980957031,159.53924942016602,158.91481018066406,82.40604443831685,3.4274206851743543,2.061939043563833,159.53924942016602,172.7545464185969,146.32395242173513,69271600.0,65296600.0,0.04141707149325619,169.9720001220703
2021-04-16 00:00:00-04:00,169.0,170.33999633789062,167.7794952392578,169.9720001220703,63720000,0.006022342354579324,168.90919799804686,160.4678741455078,159.0017202758789,82.89177833393913,3.6246332606033604,2.3744778869717384,160.4678741455078,173.88349218829535,147.05225610272026,64649600.0,64833000.0,0.04180156967313791,168.60049438476562
2021-04-19 00:00:00-04:00,169.51649475097656,171.79649353027344,168.00799560546875,168.60049438476562,54508000,-0.00806900981526193,168.83539733886718,161.21049880981445,159.04273010253905,77.8541901928921,3.6284303106205584,2.6252683717015026,161.21049880981445,174.70398515913348,147.71701246049543,62424000.0,62933000.0,0.041850519813966244,166.7344970703125
2021-04-20 00:00:00-04:00,168.67999267578125,169.14950561523438,165.8000030517578,166.7344970703125,52460000,-0.011067567276491497,168.1822967529297,161.77004852294922,159.0252700805664,75.4592202210397,3.4412010875651617,2.788454914874235,161.77004852294922,175.20206151074242,148.33803553515602,59652800.0,62653800.0,0.04151575990251278,168.1009979248047
2021-04-21 00:00:00-04:00,165.8000030517578,168.14300537109375,165.1905059814453,168.1009979248047,44224000,0.008195669633476843,168.47249755859374,162.33134841918945,159.06434997558594,74.935756741282,3.364304173705591,2.9036247666405064,162.33134841918945,175.84008547583548,148.82261136254343,55916800.0,61047700.0,0.041608528445665094,165.45199584960938
2021-04-22 00:00:00-04:00,168.58399963378906,168.64349365234375,165.07249450683594,165.45199584960938,51612000,-0.015758395892332966,167.7719970703125,162.8862731933594,159.06838989257812,64.14427895221473,3.054401250310491,2.9337800633745035,162.8862731933594,175.91855651586224,149.85398987085654,53304800.0,60669300.0,0.040004240587641335,167.04400634765625
2021-04-23 00:00:00-04:00,165.9550018310547,168.75,165.4250030517578,167.04400634765625,63856000,0.00962218974677076,167.1863983154297,163.62282333374023,159.1226901245117,61.6615131749188,2.9037898115937537,2.9277820130183536,163.62282333374023,175.77436239567368,151.47128427180678,53332000.0,60298600.0,0.037132775288775115,170.4499969482422
2021-04-26 00:00:00-04:00,167.39999389648438,171.42250061035156,166.5469970703125,170.4499969482422,97614000,0.020389780364207244,167.556298828125,164.51524810791017,159.26955993652345,66.69370094077073,3.024400728753079,2.947105756165299,164.51524810791017,175.85309211300859,153.17740410281175,61953200.0,61866400.0,0.034458337860760475,170.8715057373047
2021-04-27 00:00:00-04:00,172.17349243164062,173.0,169.90049743652344,170.8715057373047,76542000,0.0024729175512423485,168.38370056152343,165.3694984436035,159.40928009033203,63.59999951893531,3.11805498914498,2.9812956027612354,165.3694984436035,175.8455155469613,154.8934813402457,66769600.0,62947500.0,0.03167457482169991,172.9250030517578
2021-04-28 00:00:00-04:00,171.74000549316406,174.49400329589844,171.25,172.9250030517578,92638000,0.012017786731569835,169.34850158691407,166.37752380371094,159.59883026123046,65.05693248629723,3.3197091955719884,3.048978321323386,166.37752380371094,175.54468711538303,157.21036049203886,76452400.0,65241800.0,0.027549284008119197,173.5655059814453
2021-04-29 00:00:00-04:00,175.2550048828125,175.72250366210938,171.75,173.5655059814453,153648000,0.0037039347600635875,170.97120361328126,167.3205993652344,159.76150024414062,60.5757933375537,3.4909631899206772,3.1373752950428444,167.3205993652344,175.2250707456242,159.41612798484456,96859600.0,69830300.0,0.023620735911708088,173.37100219726562
2021-04-30 00:00:00-04:00,176.25599670410156,177.6999969482422,173.125,173.37100219726562,140186000,-0.001120636171800582,172.23660278320312,168.08664932250977,159.9006903076172,59.460094096873995,3.569837519633438,3.2238677399609634,168.08664932250977,175.13101907501778,161.04227957000177,112125600.0,73899300.0,0.02095457842993788,169.32449340820312
2021-05-03 00:00:00-04:00,174.2364959716797,174.33250427246094,168.63499450683594,169.32449340820312,117510000,-0.023340170719312603,172.01150207519532,168.48604888916014,160.0372802734375,48.71476714263152,3.2681533159260994,3.232724855153991,168.48604888916014,174.78537733442002,162.18672044390027,116104800.0,76439900.0,0.0186939170536426,165.593505859375
2021-05-04 00:00:00-04:00,167.8094940185547,168.3990020751953,163.60650634765625,165.593505859375,108788000,-0.022034541333801894,170.95590209960938,168.70617446899413,160.16841033935546,48.01862840711895,2.6969184992582598,3.125563583974845,168.70617446899413,174.18661216471256,163.2257367732757,122554000.0,79341500.0,0.01624255221531811,163.52699279785156
2021-05-05 00:00:00-04:00,166.9429931640625,167.73500061035156,163.21800231933594,163.52699279785156,74226000,-0.012479432999494278,169.07630004882813,168.6840492248535,160.24445007324218,39.72939899874512,2.0537856949752324,2.9112080061749226,168.6840492248535,174.24794056675145,163.12015788295557,118871600.0,79706600.0,0.016492049388977324,165.31849670410156
2021-05-06 00:00:00-04:00,163.5,165.72000122070312,162.36000061035156,165.31849670410156,88954000,0.010955401769447537,167.42689819335936,168.70172424316405,160.39128997802734,41.44467535032362,1.6694137445970796,2.662849153859354,168.70172424316405,174.21791197850197,163.18553650782613,105932800.0,81342200.0,0.016348937036905965,164.58050537109375
2021-05-07 00:00:00-04:00,165.95449829101562,166.54449462890625,164.45350646972656,164.58050537109375,94206000,-0.0044640578502762596,165.668798828125,168.50024948120117,160.62574005126953,42.433109647444844,1.2903718680825307,2.3883536967039896,168.50024948120117,174.31671873120465,162.6837802311977,96736800.0,81711000.0,0.01725952711616723,159.52450561523438
2021-05-10 00:00:00-04:00,164.11599731445312,164.14999389648438,159.5,159.52450561523438,116772000,-0.03072052637375966,163.70880126953125,168.0279998779297,160.72330017089843,37.88359777505854,0.5753690285444009,2.025756763072072,168.0279998779297,175.0853906939251,160.97060906193428,96589200.0,84267800.0,0.0210006392420386,161.19549560546875
2021-05-11 00:00:00-04:00,156.81399536132812,161.89999389648438,156.36849975585938,161.19549560546875,92396000,0.010474816917876772,162.82919921875,167.58777465820313,160.80106994628906,38.512850477371614,0.14192305344292322,1.6489900211462423,167.58777465820313,175.20355466989963,159.97199464650663,93310800.0,85571800.0,0.022721764840033718,157.5970001220703
2021-05-12 00:00:00-04:00,159.25,160.39700317382812,156.65499877929688,157.5970001220703,98728000,-0.022323796765424953,161.64320068359376,167.13512496948243,160.8584799194336,37.33351377286764,-0.4863481969896384,1.2219223775190662,167.13512496948243,175.96496442557734,158.30528551338753,98211200.0,87363000.0,0.02641527164833596,158.07350158691406
2021-05-13 00:00:00-04:00,159.27349853515625,160.19200134277344,156.64999389648438,158.07350158691406,67018000,0.0030235440044839024,160.19420166015624,166.59107513427733,161.01494995117187,34.994887616904606,-0.9350295646972313,0.7905319890758068,166.59107513427733,176.25077876357227,156.9313715049824,93824000.0,87480300.0,0.028992260304187792,161.14500427246094
2021-05-14 00:00:00-04:00,159.2779998779297,161.4429931640625,159.14999389648438,161.14500427246094,66500000,0.019430851184491837,159.5071014404297,166.14972534179688,161.2602801513672,34.25924396297873,-1.030884785966407,0.426248634067364,166.14972534179688,175.96437758648756,156.3350730971062,88282800.0,87619300.0,0.029535565660732663,163.51950073242188
2021-05-17 00:00:00-04:00,162.29649353027344,164.6374969482422,161.72950744628906,163.51950073242188,74478000,0.0147351540352203,160.30610046386718,165.8956756591797,161.53021026611327,38.33385229044101,-0.9048185347591868,0.16003520030205387,165.8956756591797,175.70626211645055,156.08508920190883,79824000.0,88617800.0,0.029568541851042497,161.61399841308594
2021-05-18 00:00:00-04:00,164.62899780273438,165.60000610351562,161.51849365234375,161.61399841308594,56568000,-0.011653058569779051,160.38980102539062,165.63965072631837,161.81054016113282,31.967022487763586,-0.9477432405152229,-0.06152048786140149,165.63965072631837,175.62378861835325,155.65551283428348,72658400.0,88823200.0,0.030138127701474664,161.58999633789062
2021-05-19 00:00:00-04:00,159.75,161.7375030517578,159.1999969482422,161.58999633789062,53594000,-0.000148514828115065,161.1884002685547,165.31410064697266,161.97949005126952,30.52477571259051,-0.9724879106756532,-0.24371397242425186,165.31410064697266,175.38454838096948,155.24365291297585,63631600.0,89291700.0,0.03045852620733844,162.38400268554688
2021-05-20 00:00:00-04:00,162.22000122070312,162.98399353027344,161.8090057373047,162.38400268554688,52664000,0.004913709794237331,162.05050048828124,165.16070098876952,162.16953002929688,32.47408026186018,-0.9174527394991685,-0.3784617258392352,165.16070098876952,175.3154192418661,155.00598273567294,60760800.0,89344300.0,0.03074193253087205,160.1540069580078
2021-05-21 00:00:00-04:00,162.5,162.83450317382812,159.85049438476562,160.1540069580078,82098000,-0.013732853548741542,161.85230102539063,164.81620101928712,162.25902008056642,34.471798216082334,-1.04177011083695,-0.5111234028387782,164.81620101928712,175.16748855438001,154.46491348419423,63880400.0,90256400.0,0.03140251829333682,162.24949645996094
2021-05-24 00:00:00-04:00,160.77499389648438,162.8975067138672,160.52499389648438,162.24949645996094,48456000,0.013084215261017773,161.59830017089843,164.40617599487305,162.4145199584961,44.00564552966502,-0.9601361809789921,-0.600925958466821,164.40617599487305,174.4633220279984,154.3490299617477,58676000.0,87798500.0,0.030586278077044317,162.95249938964844
2021-05-25 00:00:00-04:00,163.33349609375,163.99099731445312,160.68800354003906,162.95249938964844,65222000,0.004332851226203749,161.86600036621093,164.01022567749024,162.59188995361328,48.91725467550424,-0.829156245178126,-0.646572015809082,164.01022567749024,173.60870734462068,154.4117440103598,60406800.0,87232500.0,0.029261839094121174,163.25799560546875
2021-05-26 00:00:00-04:00,163.72950744628906,164.7864990234375,162.92550659179688,163.25799560546875,47680000,0.0018747562447005706,162.19960021972656,163.5268753051758,162.76518981933594,45.88615133962001,-0.6927174948393144,-0.6558011116151284,163.5268753051758,172.1602448588968,154.8935057514548,59224000.0,84984600.0,0.026397402682615007,161.5054931640625
2021-05-27 00:00:00-04:00,162.8000030517578,163.01800537109375,161.5019989013672,161.5054931640625,51224000,-0.010734558114025683,162.02389831542968,162.92387466430665,162.85956970214843,44.09967348583154,-0.7177275861123462,-0.668186406514572,162.92387466430665,170.1798162041527,155.6679331244606,58936000.0,79863400.0,0.022267889082543672,161.15350341796875
2021-05-28 00:00:00-04:00,162.10000610351562,162.39950561523438,160.98500061035156,161.15350341796875,46596000,-0.0021794289420000723,162.2237976074219,162.3129997253418,163.05464965820312,53.81427328086526,-0.7572221093210771,-0.685993547075873,162.3129997253418,167.67582779072796,156.95017165995563,51835600.0,75183900.0,0.016520020190806877,160.9324951171875
2021-06-01 00:00:00-04:00,162.1750030517578,162.5489959716797,160.4530029296875,160.9324951171875,48600000,-0.0013714148069622345,161.96039733886718,161.893399810791,163.19833953857423,49.33932727601677,-0.7971660918481405,-0.7082280560303266,161.893399810791,166.14429719276262,157.6425024288194,51864400.0,71738400.0,0.013128692667334676,161.69949340820312
2021-06-02 00:00:00-04:00,161.15499877929688,161.75,160.39999389648438,161.69949340820312,40290000,0.004765962837133042,161.7097961425781,161.6986991882324,163.32145935058594,62.01492050411892,-0.7581916721304935,-0.71822077925036,161.6986991882324,165.57634793039168,157.82105044607314,46878000.0,68313500.0,0.011990352308416944,159.35049438476562
