Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_middle,BB_std,BB_upper,BB_lower,Volume_MA5,Volume_MA20,Volatility,Target
2022-01-03 00:00:00-05:00,336.71307048341737,339.4800286823342,335.608291915867,336.95196533203125,14537900,0.0,0.0,,,,,,0.0,0.0,,,,,,,,334.9513854980469
2022-01-04 00:00:00-05:00,338.3553561401792,341.48061106214226,330.31324123539184,334.9513854980469,15998000,0.0,0.0,-0.005937284953993371,,,,,-0.15959041410707187,-0.031918082821414374,,,,,,,,322.64935302734375
2022-01-05 00:00:00-05:00,331.4578139547363,334.18498144796365,322.3208840261547,322.64935302734375,20564500,0.0,0.0,-0.03672781485113419,,,,,-1.2641656602685885,-0.27836759831084923,,,,,,,,330.9004821777344
2022-01-06 00:00:00-05:00,321.30571745694516,337.57902865924433,321.20618046384953,330.9004821777344,27962800,0.0,0.0,0.025573053449424954,,,,,-1.4569574375973389,-0.5140855661681472,,,,,,,,330.2336120605469
2022-01-07 00:00:00-05:00,331.179137473067,335.4191639237884,327.33725895858873,330.2336120605469,14722000,0.0,0.0,-0.0020153192669852826,331.1373596191406,,,,-1.6445992390112565,-0.7401883007367691,,,,,18757040.0,,,326.5310363769531
2022-01-10 00:00:00-05:00,323.7839737712289,326.79975887665285,313.9503158269784,326.5310363769531,24942400,0.0,0.0,-0.01121198917484778,329.053173828125,,,,-2.068232337510949,-1.0057971080916053,,,,,20837940.0,,,332.8014831542969
2022-01-11 00:00:00-05:00,325.24709108780655,333.06027322786275,323.75412750847437,332.8014831542969,16226800,0.0,0.0,0.019203218312470183,328.623193359375,,,,-1.8763624314476033,-1.179910172762805,,,,,20883700.0,,,331.6967468261719
2022-01-12 00:00:00-05:00,333.60772344082346,334.7921437941904,328.4818872421152,331.6967468261719,14104900,0.0,0.0,-0.003319505423035607,330.43267211914065,,,,-1.7927810733116303,-1.30248435287257,,,,,19591780.0,,,324.9485168457031
2022-01-13 00:00:00-05:00,333.4086439598992,334.0555887819827,324.2318930987002,324.9485168457031,14797100,0.0,0.0,-0.02034457692165792,329.2422790527344,,,,-2.245186890042362,-1.4910248603065286,,,,,16958640.0,,,330.3431091308594
2022-01-14 00:00:00-05:00,320.2805479506256,331.16923275584577,319.7032516194067,330.3431091308594,16868500,0.0,0.0,0.016601375311762867,329.26417846679686,,,,-2.1437118702601197,-1.621562262297247,,,,,17387940.0,,,316.6575927734375
2022-01-18 00:00:00-05:00,321.77349626744797,322.6891636548802,316.15000577312634,316.6575927734375,22645600,0.0,0.0,-0.04142818778157287,327.28948974609375,,,,-3.1315009873160875,-1.923550007301015,,,,,16928580.0,,,318.0908203125
2022-01-19 00:00:00-05:00,318.08085750203884,325.5656011075061,317.8320302358874,318.0908203125,20814700,0.0,0.0,0.004526111395307453,324.34735717773435,,,,-3.755391677194609,-2.289918341279734,,,,,17846160.0,,,315.0750427246094
2022-01-20 00:00:00-05:00,322.3806077915642,326.2822327844562,314.49777681784406,315.0750427246094,16925000,0.0,0.0,-0.009480869598587738,321.02301635742185,,,,-4.4419732882167295,-2.7203293306671332,,,,,18410180.0,,,301.7478942871094
2022-01-21 00:00:00-05:00,313.333277225582,316.81685931889024,301.61849923516417,301.7478942871094,28710700,0.0,0.0,-0.0422983309698336,316.3828918457031,,,27.40514925054481,-5.992406923909641,-3.374744849315635,,,,,21192900.0,,,307.2618408203125
2022-01-24 00:00:00-05:00,296.44283657081496,308.078001511251,287.6542712385919,307.2618408203125,38878100,0.0,0.0,0.018273355465263652,311.7666381835937,,,32.203751954524066,-6.698985611061232,-4.0395930016647545,,,,,25594820.0,,,298.7420349121094
2022-01-25 00:00:00-05:00,298.54299130702105,304.7935315459782,296.1840831100483,298.7420349121094,25108500,0.0,0.0,-0.027728161380070393,308.18352661132815,,,29.86938687978109,-7.855873821751061,-4.802849165682016,,,,,26087400.0,,,293.2478942871094
2022-01-26 00:00:00-05:00,305.5698245147957,306.0674790126866,289.48562749803085,293.2478942871094,28348800,0.0,0.0,-0.01839091919761604,303.21494140625,,,32.31558075921559,-9.111021115633434,-5.6644835556723,,,,,27594220.0,,,293.2579040527344
2022-01-27 00:00:00-05:00,296.35330094552285,300.2947166950727,292.8796817138699,293.2579040527344,21629900,0.0,0.0,3.413414322839259e-05,298.851513671875,,,24.86708901510984,-9.98977082480036,-6.529541009497913,,,,,28535200.0,,,300.2946472167969
2022-01-28 00:00:00-05:00,294.23321950928676,300.483758342475,291.65537303881126,300.2946472167969,21871600,0.0,0.0,0.02399506736840462,298.5608642578125,,,31.5775854363324,-10.003070762486914,-7.224246960095714,,,,,27167380.0,,,311.79052734375
